	superkingdom	phylum	class	order	family	genus	species
GCF_900110535.1	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium jilantaiense
GCF_900110555.1	Bacteria	Actinobacteria	Actinomycetia	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus endophyticus
GCF_900110575.1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis saalfeldensis
GCF_900110585.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Aquisalimonas	Aquisalimonas asiatica
GCF_900110605.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Epilithonimonas	Epilithonimonas lactis
GCF_900110615.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium urocaniciphilum
GCF_900110645.1	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	Lewinella	Lewinella agarilytica
GCF_900110675.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum	Ignavigranum ruoffiae
GCF_900110695.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus subterraneus
GCF_900110735.1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces radiopugnans
GCF_900110775.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Litorimicrobium	Litorimicrobium taeanense
GCF_900110815.1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Aliicoccus	Aliicoccus persicus
GCF_900110835.1	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga arvensicola
GCF_900110855.1	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus flavus
GCF_900110865.1	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema salaciae
GCF_900110875.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio	Pseudovibrio axinellae
GCF_900110885.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter beijerinckii
GCF_900110925.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cuatrocienegasensis
GCF_900110955.1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea xinjiangensis
GCF_900110965.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira magna
GCF_900111005.1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea albida
GCF_900111015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Solimonas	Solimonas aquatica
GCF_900111025.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella	Hyunsoonleella jejuensis
GCF_900111075.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium frigoris
GCF_900111095.1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	Amphritea atlantica
GCF_900111105.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Rosenbergiella	Rosenbergiella nectarea
GCF_900111115.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria	Giesbergeria anulus
GCF_900111135.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella balaenopterae
GCF_900111145.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	Roseivirga pacifica
GCF_900111155.1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter rhizosphaerae
GCF_900111175.1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora terrae
GCF_900111195.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus ureilyticus
GCF_900111225.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas bauzanensis
GCF_900111235.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] fimetarium
GCF_900111245.1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces qinglanensis
GCF_900111285.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salisediminibacterium	Salisediminibacterium haloalkalitolerans
GCF_900111295.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus	Salipaludibacillus aurantiacus
GCF_900111305.1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas subterranea
GCF_900111315.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseivivax	Roseivivax roseus
GCF_900111355.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum	Isobaculum melis
GCF_900111365.1	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium cyclohexanicum
GCF_900111375.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Pedococcus	Pedococcus cremeus
GCF_900111385.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermatophilaceae	Austwickia	Austwickia chelonae
GCF_900111395.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Thorselliaceae	Thorsellia	Thorsellia anophelis
GCF_900111405.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salinibacillus	Salinibacillus kushneri
GCF_900111445.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus limi
GCF_900111455.1	Bacteria	Actinobacteria	Actinomycetia	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus poikilotrophus
GCF_900111495.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium wanjuense
GCF_900111515.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter actinosclerus
GCF_900111545.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	Oceanicella actignis
GCF_900111575.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Anaerobranca gottschalkii
GCF_900111595.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] polysaccharolyticum
GCF_900111615.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Natronincola	Natronincola peptidivorans
GCF_900111645.1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides vulcani
GCF_900111675.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus homiensis
GCF_900111685.1	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea wenchangensis
GCF_900111735.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas graminis
GCF_900111745.1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella	Stigmatella erecta
GCF_900111765.1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus fulvus
GCF_900111775.1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas acetexigens
GCF_900111785.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus halophilus
GCF_900111795.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus pushchinoensis
GCF_900111805.1	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus kroppenstedtii
GCF_900111815.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mediterraneensis
GCF_900111865.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermantarcticus
GCF_900111875.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Poseidonocella	Poseidonocella pacifica
GCF_900111885.1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis marina
GCF_900111925.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas marina
GCF_900111935.1	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sodomense
GCF_900111945.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Litoreibacter	Litoreibacter janthinus
GCF_900111965.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium swingsii
GCF_900111985.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium frigidicarnis
GCF_900112005.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus aquimarinus
GCF_900112045.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus halodurans
GCF_900112085.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Acetitomaculum	Acetitomaculum ruminis
GCF_900112105.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia mangrovi
GCF_900112165.1	Bacteria	Spirochaetes	Spirochaetia	Brevinematales	Brevinemataceae	Brevinema	Brevinema andersonii
GCF_900112205.1	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma haloterrestris
GCF_900112225.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia yuzhufengensis
GCF_900112235.1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinospirillum	Marinospirillum celere
GCF_900112245.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter stanieri
GCF_900112255.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flexibacteraceae	Flexibacter	Flexibacter flexilis
GCF_900112265.1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas denitrificans
GCF_900112295.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda antarctica
GCF_900112315.1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	Parapedobacter composti
GCF_900112325.1	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sediminimaris
GCF_900112335.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Tropicimonas	Tropicimonas isoalkanivorans
GCF_900112345.1	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides terrae
GCF_900112355.1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces aidingensis
GCF_900112365.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma endophyticum
GCF_900112405.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus durionis
GCF_900112455.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium subtropicum
GCF_900112485.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium uliginosum
GCF_900112505.1	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia psychrophila
GCF_900112515.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Epibacterium	Epibacterium multivorans
GCF_900112525.1	Bacteria	Actinobacteria	Actinomycetia	Geodermatophilales	Geodermatophilaceae	Klenkia	Klenkia taihuensis
GCF_900112545.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola nitratireducens
GCF_900112555.1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora jiangxiensis
GCF_900112575.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium phragmitis
GCF_900112585.1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria	Kushneria avicenniae
GCF_900112595.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter pectinivorans
GCF_900112605.1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thiohalospira	Thiohalospira halophila
GCF_900112645.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas straminea
GCF_900112675.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax konjaci
GCF_900112685.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseivivax	Roseivivax sediminis
GCF_900112695.1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus catalpae
GCF_900112705.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus persicus
GCF_900112755.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter brevis
GCF_900112765.1	Bacteria	Actinobacteria	Actinomycetia	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	Actinopolyspora alba
GCF_900112775.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] populeti
GCF_900112845.1	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces alni
GCF_900112865.1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella marensis
GCF_900112885.1	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	[Clostridium] aminophilum
GCF_900112895.1	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum ruminis
GCF_900112925.1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus algorifonticola
GCF_900112975.1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xueshanense
GCF_900113005.1	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Sunxiuqinia	Sunxiuqinia elliptica
GCF_900113015.1	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes philippinensis
GCF_900113025.1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus iranensis
GCF_900113035.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax wautersii
GCF_900113045.1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Thermoflexibacteraceae	Thermoflexibacter	Thermoflexibacter ruber
GCF_900113055.1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Jonesiaceae	Flavimobilis	Flavimobilis marinus
